New experement started at 06.03.2012 2:55:41 and took 0:00:00
It was single experiment with 10 steps, with following parameters:
Initial fraction of common labour (Pivotal Dynasty) was 0,8
alpha=0,4, k=0,5, n=1000

Step; Pivotal Dynasty; Growth; Skill Premium; GDP
0; 0,5; 1,18868426860619; 1,22381573229031; 1,3097148132187
1; 0,505; 1,0751347786473; 1,09159159159159; 1,40811994580097
2; 0,233; 0,746822421770211; 1,85438972162741; 1,05161554806602
3; 0,112; 1,24465034225985; 1,26800894854586; 1,30889365182615
4; 0,533; 1,06268917256697; 1,10524301569078; 1,39094711183729
5; 0,255; 0,785534961653358; 1,76619906479626; 1,09263758615895
6; 0,129; 1,18568066233297; 1,24367509986684; 1,29551925684685
7; 0,501; 1,07226023544572; 1,11832946635731; 1,38913378337106
8; 0,249; 0,783215432599643; 1,76439089692102; 1,08799101708175
9; 0,138; 1,24509824269671; 1,2546476437527; 1,35465570343829
10; 0,502; 0; 0; 0

Dynasty; Human Capital; Consumption; Expenditure; Wages
1; 2; 0,560160869788405; 0; 0,560160869788405
2; 2; 0,560160869788405; 0; 0,560160869788405
3; 2; 0,560160869788405; 0; 0,560160869788405
4; 2; 0,560160869788405; 0; 0,560160869788405
5; 2; 0,560160869788405; 0; 0,560160869788405
6; 1; 0,560160869788405; 0; 0,560160869788405
7; 2; 0,560160869788405; 0; 0,560160869788405
8; 1; 0,560160869788405; 0; 0,560160869788405
9; 2; 0,560160869788405; 0; 0,560160869788405
10; 2; 0,560160869788405; 0; 0,560160869788405
11; 2; 0,560160869788405; 0; 0,560160869788405
12; 2; 0,560160869788405; 0; 0,560160869788405
13; 2; 0,560160869788405; 0; 0,560160869788405
14; 1; 0,560160869788405; 0; 0,560160869788405
15; 1; 0,560160869788405; 0; 0,560160869788405
16; 1; 0,560160869788405; 0; 0,560160869788405
17; 2; 0,560160869788405; 0; 0,560160869788405
18; 1; 0,560160869788405; 0; 0,560160869788405
19; 2; 0,560160869788405; 0; 0,560160869788405
20; 2; 0,560160869788405; 0; 0,560160869788405
21; 1; 0,560160869788405; 0; 0,560160869788405
22; 1; 0,560160869788405; 0; 0,560160869788405
23; 1; 0,560160869788405; 0; 0,560160869788405
24; 1; 0,560160869788405; 0; 0,560160869788405
25; 1; 0,560160869788405; 0; 0,560160869788405
26; 1; 0,560160869788405; 0; 0,560160869788405
27; 1; 0,560160869788405; 0; 0,560160869788405
28; 2; 0,560160869788405; 0; 0,560160869788405
29; 1; 0,560160869788405; 0; 0,560160869788405
30; 2; 0,560160869788405; 0; 0,560160869788405
31; 2; 0,560160869788405; 0; 0,560160869788405
32; 1; 0,560160869788405; 0; 0,560160869788405
33; 2; 0,560160869788405; 0; 0,560160869788405
34; 2; 0,560160869788405; 0; 0,560160869788405
35; 1; 0,560160869788405; 0; 0,560160869788405
36; 1; 0,560160869788405; 0; 0,560160869788405
37; 1; 0,560160869788405; 0; 0,560160869788405
38; 1; 0,560160869788405; 0; 0,560160869788405
39; 2; 0,560160869788405; 0; 0,560160869788405
40; 2; 0,560160869788405; 0; 0,560160869788405
41; 2; 0,560160869788405; 0; 0,560160869788405
42; 2; 0,560160869788405; 0; 0,560160869788405
43; 2; 0,560160869788405; 0; 0,560160869788405
44; 2; 0,560160869788405; 0; 0,560160869788405
45; 2; 0,560160869788405; 0; 0,560160869788405
46; 1; 0,560160869788405; 0; 0,560160869788405
47; 1; 0,560160869788405; 0; 0,560160869788405
48; 1; 0,560160869788405; 0; 0,560160869788405
49; 1; 0,560160869788405; 0; 0,560160869788405
50; 2; 0,560160869788405; 0; 0,560160869788405
51; 2; 0,560160869788405; 0; 0,560160869788405
52; 2; 0,560160869788405; 0; 0,560160869788405
53; 2; 0,560160869788405; 0; 0,560160869788405
54; 2; 0,560160869788405; 0; 0,560160869788405
55; 2; 0,560160869788405; 0; 0,560160869788405
56; 1; 0,560160869788405; 0; 0,560160869788405
57; 2; 0,560160869788405; 0; 0,560160869788405
58; 1; 0,560160869788405; 0; 0,560160869788405
59; 1; 0,560160869788405; 0; 0,560160869788405
60; 1; 0,560160869788405; 0; 0,560160869788405
61; 2; 0,560160869788405; 0; 0,560160869788405
62; 2; 0,560160869788405; 0; 0,560160869788405
63; 2; 0,560160869788405; 0; 0,560160869788405
64; 2; 0,560160869788405; 0; 0,560160869788405
65; 2; 0,560160869788405; 0; 0,560160869788405
66; 2; 0,560160869788405; 0; 0,560160869788405
67; 2; 0,560160869788405; 0; 0,560160869788405
68; 2; 0,560160869788405; 0; 0,560160869788405
69; 1; 0,560160869788405; 0; 0,560160869788405
70; 2; 0,560160869788405; 0; 0,560160869788405
71; 2; 0,560160869788405; 0; 0,560160869788405
72; 1; 0,560160869788405; 0; 0,560160869788405
73; 1; 0,560160869788405; 0; 0,560160869788405
74; 2; 0,560160869788405; 0; 0,560160869788405
75; 2; 0,560160869788405; 0; 0,560160869788405
76; 2; 0,560160869788405; 0; 0,560160869788405
77; 1; 0,560160869788405; 0; 0,560160869788405
78; 1; 0,560160869788405; 0; 0,560160869788405
79; 1; 0,560160869788405; 0; 0,560160869788405
80; 1; 0,560160869788405; 0; 0,560160869788405
81; 1; 0,560160869788405; 0; 0,560160869788405
82; 1; 0,560160869788405; 0; 0,560160869788405
83; 1; 0,560160869788405; 0; 0,560160869788405
84; 2; 0,560160869788405; 0; 0,560160869788405
85; 2; 0,560160869788405; 0; 0,560160869788405
86; 1; 0,560160869788405; 0; 0,560160869788405
87; 1; 0,560160869788405; 0; 0,560160869788405
88; 2; 0,560160869788405; 0; 0,560160869788405
89; 1; 0,560160869788405; 0; 0,560160869788405
90; 1; 0,560160869788405; 0; 0,560160869788405
91; 1; 0,560160869788405; 0; 0,560160869788405
92; 1; 0,560160869788405; 0; 0,560160869788405
93; 1; 0,560160869788405; 0; 0,560160869788405
94; 1; 0,560160869788405; 0; 0,560160869788405
95; 1; 0,560160869788405; 0; 0,560160869788405
96; 2; 0,560160869788405; 0; 0,560160869788405
97; 1; 0,560160869788405; 0; 0,560160869788405
98; 1; 0,560160869788405; 0; 0,560160869788405
99; 1; 0,560160869788405; 0; 0,560160869788405
100; 1; 0,560160869788405; 0; 0,560160869788405
101; 2; 0,560160869788405; 0; 0,560160869788405
102; 1; 0,560160869788405; 0; 0,560160869788405
103; 1; 0,560160869788405; 0; 0,560160869788405
104; 1; 0,560160869788405; 0; 0,560160869788405
105; 2; 0,560160869788405; 0; 0,560160869788405
106; 1; 0,560160869788405; 0; 0,560160869788405
107; 1; 0,560160869788405; 0; 0,560160869788405
108; 1; 0,560160869788405; 0; 0,560160869788405
109; 1; 0,560160869788405; 0; 0,560160869788405
110; 2; 0,560160869788405; 0; 0,560160869788405
111; 2; 0,560160869788405; 0; 0,560160869788405
112; 1; 0,560160869788405; 0; 0,560160869788405
113; 2; 0,560160869788405; 0; 0,560160869788405
114; 1; 0,560160869788405; 0; 0,560160869788405
115; 1; 0,560160869788405; 0; 0,560160869788405
116; 1; 0,560160869788405; 0; 0,560160869788405
117; 1; 0,560160869788405; 0; 0,560160869788405
118; 1; 0,560160869788405; 0; 0,560160869788405
119; 1; 0,560160869788405; 0; 0,560160869788405
120; 1; 0,560160869788405; 0; 0,560160869788405
121; 1; 0,560160869788405; 0; 0,560160869788405
122; 1; 0,560160869788405; 0; 0,560160869788405
123; 1; 0,560160869788405; 0; 0,560160869788405
124; 2; 0,560160869788405; 0; 0,560160869788405
125; 2; 0,560160869788405; 0; 0,560160869788405
126; 1; 0,560160869788405; 0; 0,560160869788405
127; 1; 0,560160869788405; 0; 0,560160869788405
128; 2; 0,560160869788405; 0; 0,560160869788405
129; 1; 0,560160869788405; 0; 0,560160869788405
130; 1; 0,560160869788405; 0; 0,560160869788405
131; 2; 0,560160869788405; 0; 0,560160869788405
132; 1; 0,560160869788405; 0; 0,560160869788405
133; 1; 0,560160869788405; 0; 0,560160869788405
