New experement started at 06.03.2012 2:55:36 and took 0:00:00
It was single experiment with 10 steps, with following parameters:
Initial fraction of common labour (Pivotal Dynasty) was 0,8
alpha=0,4, k=0,5, n=1000

Step; Pivotal Dynasty; Growth; Skill Premium; GDP
0; 0,5; 1,01735016055265; 1,67041198501873; 1,12740579296702
1; 0,493; 0,994965291760054; 1,69006957621758; 1,12172963373141
2; 0,466; 0,943438583682913; 1,79020013802622; 1,05828301692271
3; 0,473; 1,05332543436652; 1,79919678714859; 1,11471641848283
4; 0,517; 1,00704547877253; 1,76293385723641; 1,12257012934664
5; 0,502; 0,970079674624391; 1,87737843551797; 1,08898246581965
6; 0,491; 1,01627794289905; 1,73046875; 1,10670886021633
7; 0,527; 0,984802553780718; 1,80136054421769; 1,08988971183279
8; 0,488; 1,00886656149421; 1,71335927367056; 1,09955328598466
9; 0,51; 1,04796371107419; 1,80091683038638; 1,15229194210431
10; 0,486; 0; 0; 0

Dynasty; Human Capital; Consumption; Expenditure; Wages
1; 2; 0,502818302009153; 0; 0,502818302009153
2; 1; 0,502818302009153; 0; 0,502818302009153
3; 1; 0,502818302009153; 0; 0,502818302009153
4; 1; 0,502818302009153; 0; 0,502818302009153
5; 1; 0,502818302009153; 0; 0,502818302009153
6; 1; 0,502818302009153; 0; 0,502818302009153
7; 1; 0,502818302009153; 0; 0,502818302009153
8; 2; 0,502818302009153; 0; 0,502818302009153
9; 2; 0,502818302009153; 0; 0,502818302009153
10; 1; 0,502818302009153; 0; 0,502818302009153
11; 1; 0,502818302009153; 0; 0,502818302009153
12; 2; 0,502818302009153; 0; 0,502818302009153
13; 1; 0,502818302009153; 0; 0,502818302009153
14; 1; 0,502818302009153; 0; 0,502818302009153
15; 1; 0,502818302009153; 0; 0,502818302009153
16; 1; 0,502818302009153; 0; 0,502818302009153
17; 1; 0,502818302009153; 0; 0,502818302009153
18; 1; 0,502818302009153; 0; 0,502818302009153
19; 2; 0,502818302009153; 0; 0,502818302009153
20; 2; 0,502818302009153; 0; 0,502818302009153
21; 1; 0,502818302009153; 0; 0,502818302009153
22; 1; 0,502818302009153; 0; 0,502818302009153
23; 1; 0,502818302009153; 0; 0,502818302009153
24; 1; 0,502818302009153; 0; 0,502818302009153
25; 1; 0,502818302009153; 0; 0,502818302009153
26; 1; 0,502818302009153; 0; 0,502818302009153
27; 1; 0,502818302009153; 0; 0,502818302009153
28; 1; 0,502818302009153; 0; 0,502818302009153
29; 1; 0,502818302009153; 0; 0,502818302009153
30; 1; 0,502818302009153; 0; 0,502818302009153
31; 2; 0,502818302009153; 0; 0,502818302009153
32; 2; 0,502818302009153; 0; 0,502818302009153
33; 2; 0,502818302009153; 0; 0,502818302009153
34; 1; 0,502818302009153; 0; 0,502818302009153
35; 2; 0,502818302009153; 0; 0,502818302009153
36; 2; 0,502818302009153; 0; 0,502818302009153
37; 2; 0,502818302009153; 0; 0,502818302009153
38; 1; 0,502818302009153; 0; 0,502818302009153
39; 1; 0,502818302009153; 0; 0,502818302009153
40; 1; 0,502818302009153; 0; 0,502818302009153
41; 1; 0,502818302009153; 0; 0,502818302009153
42; 2; 0,502818302009153; 0; 0,502818302009153
43; 2; 0,502818302009153; 0; 0,502818302009153
44; 1; 0,502818302009153; 0; 0,502818302009153
45; 2; 0,502818302009153; 0; 0,502818302009153
46; 1; 0,502818302009153; 0; 0,502818302009153
47; 1; 0,502818302009153; 0; 0,502818302009153
48; 2; 0,502818302009153; 0; 0,502818302009153
49; 1; 0,502818302009153; 0; 0,502818302009153
50; 1; 0,502818302009153; 0; 0,502818302009153
51; 1; 0,502818302009153; 0; 0,502818302009153
52; 1; 0,502818302009153; 0; 0,502818302009153
53; 1; 0,502818302009153; 0; 0,502818302009153
54; 1; 0,502818302009153; 0; 0,502818302009153
55; 1; 0,502818302009153; 0; 0,502818302009153
56; 1; 0,502818302009153; 0; 0,502818302009153
57; 2; 0,502818302009153; 0; 0,502818302009153
58; 1; 0,502818302009153; 0; 0,502818302009153
59; 2; 0,502818302009153; 0; 0,502818302009153
60; 1; 0,502818302009153; 0; 0,502818302009153
61; 1; 0,502818302009153; 0; 0,502818302009153
62; 2; 0,502818302009153; 0; 0,502818302009153
63; 1; 0,502818302009153; 0; 0,502818302009153
64; 1; 0,502818302009153; 0; 0,502818302009153
65; 1; 0,502818302009153; 0; 0,502818302009153
66; 1; 0,502818302009153; 0; 0,502818302009153
67; 1; 0,502818302009153; 0; 0,502818302009153
68; 2; 0,502818302009153; 0; 0,502818302009153
69; 1; 0,502818302009153; 0; 0,502818302009153
70; 1; 0,502818302009153; 0; 0,502818302009153
71; 2; 0,502818302009153; 0; 0,502818302009153
72; 1; 0,502818302009153; 0; 0,502818302009153
73; 2; 0,502818302009153; 0; 0,502818302009153
74; 1; 0,502818302009153; 0; 0,502818302009153
75; 1; 0,502818302009153; 0; 0,502818302009153
76; 1; 0,502818302009153; 0; 0,502818302009153
77; 1; 0,502818302009153; 0; 0,502818302009153
78; 1; 0,502818302009153; 0; 0,502818302009153
79; 2; 0,502818302009153; 0; 0,502818302009153
80; 2; 0,502818302009153; 0; 0,502818302009153
81; 2; 0,502818302009153; 0; 0,502818302009153
82; 1; 0,502818302009153; 0; 0,502818302009153
83; 2; 0,502818302009153; 0; 0,502818302009153
84; 1; 0,502818302009153; 0; 0,502818302009153
85; 1; 0,502818302009153; 0; 0,502818302009153
86; 1; 0,502818302009153; 0; 0,502818302009153
87; 1; 0,502818302009153; 0; 0,502818302009153
88; 1; 0,502818302009153; 0; 0,502818302009153
89; 1; 0,502818302009153; 0; 0,502818302009153
90; 2; 0,502818302009153; 0; 0,502818302009153
91; 1; 0,502818302009153; 0; 0,502818302009153
92; 2; 0,502818302009153; 0; 0,502818302009153
93; 1; 0,502818302009153; 0; 0,502818302009153
94; 1; 0,502818302009153; 0; 0,502818302009153
95; 2; 0,502818302009153; 0; 0,502818302009153
96; 2; 0,502818302009153; 0; 0,502818302009153
97; 1; 0,502818302009153; 0; 0,502818302009153
98; 2; 0,502818302009153; 0; 0,502818302009153
99; 2; 0,502818302009153; 0; 0,502818302009153
100; 1; 0,502818302009153; 0; 0,502818302009153
101; 1; 0,502818302009153; 0; 0,502818302009153
102; 2; 0,502818302009153; 0; 0,502818302009153
103; 1; 0,502818302009153; 0; 0,502818302009153
104; 1; 0,502818302009153; 0; 0,502818302009153
105; 2; 0,502818302009153; 0; 0,502818302009153
106; 1; 0,502818302009153; 0; 0,502818302009153
107; 1; 0,502818302009153; 0; 0,502818302009153
108; 1; 0,502818302009153; 0; 0,502818302009153
109; 2; 0,502818302009153; 0; 0,502818302009153
110; 1; 0,502818302009153; 0; 0,502818302009153
111; 2; 0,502818302009153; 0; 0,502818302009153
112; 2; 0,502818302009153; 0; 0,502818302009153
113; 1; 0,502818302009153; 0; 0,502818302009153
114; 2; 0,502818302009153; 0; 0,502818302009153
115; 2; 0,502818302009153; 0; 0,502818302009153
116; 2; 0,502818302009153; 0; 0,502818302009153
117; 1; 0,502818302009153; 0; 0,502818302009153
118; 2; 0,502818302009153; 0; 0,502818302009153
119; 1; 0,502818302009153; 0; 0,502818302009153
120; 1; 0,502818302009153; 0; 0,502818302009153
